"","e.cum","delta_e.cum","e.cum_shift","e.rel","j.NH3","pmid","meas.tech","country","inst","ct","dt","air.temp","wind.2m","rain.rate","tan.app","app.rate","man.dm","man.ph","man.source","t.incorp","app.mthd","incorp"
"1846",0.82882,0.33533,0.49349,0.0248090277777778,1.34132,1472,"bls","CH",207,0.75,0.25,8.7,1.1648,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1847",1.1316,0.30278,0.82882,0.0338721264367816,1.21112,1472,"bls","CH",207,1,0.25,8.9,1.2187,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1848",1.6512,0.5196,1.1316,0.0494252873563218,1.0392,1472,"bls","CH",207,1.5,0.5,9.1,1.0893,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1849",2.0746,0.4234,1.6512,0.062098898467433,0.8468,1472,"bls","CH",207,2,0.5,9.4,0.46376,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1850",2.6994,0.6248,2.0746,0.0808010057471264,0.6248,1472,"bls","CH",207,3,1,9.6,0.80888,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1851",3.3923,0.6929,2.6994,0.101541546934866,0.34645,1472,"bls","CH",207,5,2,9.6,1.4021,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1852",3.7742,0.3819,3.3923,0.112972940613027,0.1273,1472,"bls","CH",207,8,3,9,1.1864,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1853",4.2717,0.4975,3.7742,0.127864583333333,0.0414583333333333,1472,"bls","CH",207,20,12,7,0.8628,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1854",4.3526,0.0808999999999997,4.2717,0.130286159003831,0.0296011708744968,1472,"bls","CH",207,22.733,2.733,4.6,0.80888,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1855",4.4947,0.1421,4.3526,0.134539631226054,0.0453414167198469,1472,"bls","CH",207,25.867,3.134,7.8,1.0354,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1856",4.6458,0.1511,4.4947,0.1390625,0.0503666666666668,1472,"bls","CH",207,28.867,3,10.7,1.3589,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1857",4.6635,0.0176999999999996,4.6458,0.139592313218391,0.00589999999999987,1472,"bls","CH",207,31.867,3,6.8,1.2834,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1858",4.7227,0.0591999999999997,4.6635,0.141364343869732,0.00591999999999997,1472,"bls","CH",207,41.867,10,3.6,0.67946,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1859",4.7494,0.0266999999999999,4.7227,0.142163553639847,0.00889999999999998,1472,"bls","CH",207,44.867,3,2.4,1.1109,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1860",4.776,0.0266000000000002,4.7494,0.142959770114943,0.00886666666666673,1472,"bls","CH",207,47.867,3,3.8,1.1001,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1861",4.794,0.0179999999999998,4.776,0.143498563218391,0.0118733509234827,1472,"bls","CH",207,49.383,1.51600000000001,5.5,0.61475,0,33.408,28.8,1.52,7.2,1,1000,0,0
"1862",0.16483,0.16483,0,0.00823244431125762,0.470942857142857,1473,"bls","CH",207,0.35,0.35,17.6,0.42316,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1863",0.25366,0.08883,0.16483,0.0126690640295675,0.266492664926649,1473,"bls","CH",207,0.68333,0.33333,18.5,0.61846,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1864",0.31781,0.06415,0.25366,0.015873039656378,0.192428832828389,1473,"bls","CH",207,1.0167,0.33337,19.2,0.62931,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1865",0.39776,0.07995,0.31781,0.0198661472380382,0.1599,1473,"bls","CH",207,1.5167,0.5,19.9,0.50996,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1866",0.45994,0.06218,0.39776,0.0229717310957946,0.12436,1473,"bls","CH",207,2.0167,0.5,20.6,0.50996,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1867",0.52508,0.06514,0.45994,0.0262251523324343,0.06514,1473,"bls","CH",207,3.0167,1,22,0.77036,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1868",0.60206,0.07698,0.52508,0.0300699230846069,0.07698,1473,"bls","CH",207,4.0167,1,23.7,1.0416,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1869",0.66424,0.06218,0.60206,0.0331755069423634,0.06218,1473,"bls","CH",207,5.0167,1,25,1.3563,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1870",0.71162,0.04738,0.66424,0.0355419039057037,0.04738,1473,"bls","CH",207,6.0167,1,26,1.378,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1871",0.72642,0.0147999999999999,0.71162,0.0362810908001199,0.0147999999999999,1473,"bls","CH",207,7.0167,1,26.2,1.5299,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1872",0.73531,0.00889000000000006,0.72642,0.0367251023873739,0.00889000000000006,1473,"bls","CH",207,8.0167,1,26,0.61846,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1873",0.74419,0.00888,0.73531,0.0371686145240236,0.00888,1473,"bls","CH",207,9.0167,1,25.8,0.72696,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1874",0.75011,0.00592000000000004,0.74419,0.03746428928179,0.00295955606659003,1473,"bls","CH",207,11.017,2.0003,24,0.90057,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1875",0.76788,0.01777,0.75011,0.0383518130056937,0.00592333333333332,1473,"bls","CH",207,14.017,3,19.7,1.6492,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1876",0.79156,0.02368,0.76788,0.0395345120367596,0.00592000000000001,1473,"bls","CH",207,18.017,4,16.5,1.5733,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1877",0.83894,0.04738,0.79156,0.0419009090000999,0.011845,1473,"bls","CH",207,22.017,4,14.5,1.5841,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1878",0.85078,0.01184,0.83894,0.0424922585156328,0.00591999999999998,1473,"bls","CH",207,24.017,2,18.4,0.67271,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1879",0.86263,0.01185,0.85078,0.0430841074817701,0.00592500000000001,1473,"bls","CH",207,26.017,2,22.2,1.1501,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1880",0.86263,0,0.86263,0.0430841074817701,0,1473,"bls","CH",207,28.017,2,26,1.0308,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1881",0.86263,0,0.86263,0.0430841074817701,0,1473,"bls","CH",207,30.017,2,28.1,1.6709,0,20.022,28.2,2.53,6.9,1,1000,1,0
"1882",0.13028,0.13028,0,0.00677095785042358,0.459817174319698,1474,"bls","CH",207,0.28333,0.28333,19.5,0.66112,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1883",0.28425,0.15397,0.13028,0.0147731406891534,0.46190076198476,1474,"bls","CH",207,0.61667,0.33334,19.7,0.50939,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1884",0.35137,0.06712,0.28425,0.0182615248687698,0.201362013620136,1474,"bls","CH",207,0.95,0.33333,20.1,0.48771,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1885",0.42391,0.07254,0.35137,0.0220315991892313,0.14508,1474,"bls","CH",207,1.45,0.5,21.4,0.71531,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1886",0.48165,0.05774,0.42391,0.0250324827191934,0.11548,1474,"bls","CH",207,1.95,0.5,22.1,0.71531,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1887",0.5616,0.07995,0.48165,0.0291876721584117,0.07995,1474,"bls","CH",207,2.95,1,23.2,1.0079,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1888",0.58597,0.02437,0.5616,0.0304542383452004,0.0562427879067621,1474,"bls","CH",207,3.3833,0.4333,24.3,1.0513,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1889",0.63157,0.0456,0.58597,0.03282417753755,0.0414545454545454,1474,"bls","CH",207,4.4833,1.1,25.4,1.3114,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1890",0.6671,0.0355300000000001,0.63157,0.0346707551582558,0.0236866666666667,1474,"bls","CH",207,5.9833,1.5,26.1,1.4848,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1891",0.67895,0.01185,0.6671,0.0352866275141625,0.01185,1474,"bls","CH",207,6.9833,1,26.1,0.85621,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1892",0.68783,0.00888,0.67895,0.0357481419884621,0.00888,1474,"bls","CH",207,7.9833,1,25.9,0.62861,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1893",0.69523,0.00739999999999996,0.68783,0.0361327373837119,0.0029603552426291,1474,"bls","CH",207,10.483,2.4997,23.9,0.9971,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1894",0.70412,0.00888999999999995,0.69523,0.0365947715815186,0.00296333333333332,1474,"bls","CH",207,13.483,3,19.3,1.6257,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1895",0.70412,0,0.70412,0.0365947715815186,0,1474,"bls","CH",207,17.483,4,16.2,1.5607,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1896",0.70412,0,0.70412,0.0365947715815186,0,1474,"bls","CH",207,21.483,4,14.6,1.5498,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1897",0.71004,0.00592000000000004,0.70412,0.0369024478977184,0.00296000000000002,1474,"bls","CH",207,23.483,2,19,0.63944,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1898",0.71596,0.00592000000000004,0.71004,0.0372101242139182,0.00296000000000002,1474,"bls","CH",207,25.483,2,22.9,1.2139,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1899",0.72188,0.00591999999999993,0.71596,0.037517800530118,0.00295999999999996,1474,"bls","CH",207,27.483,2,26.4,1.1163,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1900",0.72188,0,0.72188,0.037517800530118,0,1474,"bls","CH",207,29.533,2.05,28.2,1.6365,0,19.241,27.1,2.68,6.9,1,1000,1,0
"1901",0.93369,0.93369,0,0.0229938925281978,5.60202795944081,1475,"bls","CH",207,0.16667,0.16667,18.5,3.4817,0,40.606,25.7,3.69,7,1,1000,0,0
"1902",1.7608,0.82711,0.93369,0.0433630497955967,4.96285851434057,1475,"bls","CH",207,0.33333,0.16666,18.8,3.7085,0,40.606,25.7,3.69,7,1,1000,0,0
"1903",2.1773,0.4165,1.7608,0.0536201546569472,2.49895002099958,1475,"bls","CH",207,0.5,0.16667,19.1,3.924,0,40.606,25.7,3.69,7,1,1000,0,0
"1904",2.7685,0.5912,2.1773,0.0681795793725065,1.77361773617736,1475,"bls","CH",207,0.83333,0.33333,19.4,4.1281,0,40.606,25.7,3.69,7,1,1000,0,0
"1905",3.2274,0.4589,2.7685,0.0794808648968133,1.37654857965624,1475,"bls","CH",207,1.1667,0.33337,19.8,5.0014,0,40.606,25.7,3.69,7,1,1000,0,0
"1906",3.5759,0.3485,3.2274,0.0880633403930454,1.04560456045605,1475,"bls","CH",207,1.5,0.3333,20.2,5.387,0,40.606,25.7,3.69,7,1,1000,0,0
"1907",3.9978,0.4219,3.5759,0.0984534305275082,0.8438,1475,"bls","CH",207,2,0.5,20.6,5.421,0,40.606,25.7,3.69,7,1,1000,0,0
"1908",4.3531,0.355300000000001,3.9978,0.107203368960252,0.710600000000001,1475,"bls","CH",207,2.5,0.5,21.1,5.1602,0,40.606,25.7,3.69,7,1,1000,0,0
"1909",4.6966,0.3435,4.3531,0.115662709944343,0.686999999999999,1475,"bls","CH",207,3,0.5,21.9,5.0581,0,40.606,25.7,3.69,7,1,1000,0,0
"1910",5.0045,0.3079,4.6966,0.12324533320199,0.6158,1475,"bls","CH",207,3.5,0.5,22.7,5.4664,0,40.606,25.7,3.69,7,1,1000,0,0
"1911",5.4931,0.4886,5.0045,0.135278037728415,0.4886,1475,"bls","CH",207,4.5,1,23.8,5.2963,0,40.606,25.7,3.69,7,1,1000,0,0
"1912",5.9047,0.4116,5.4931,0.145414470767867,0.4116,1475,"bls","CH",207,5.5,1,24.2,5.0014,0,40.606,25.7,3.69,7,1,1000,0,0
"1913",6.0853,0.1806,5.9047,0.149862089346402,0.1806,1475,"bls","CH",207,6.5,1,22.4,4.1168,0,40.606,25.7,3.69,7,1,1000,0,0
"1914",6.2925,0.2072,6.0853,0.154964783529528,0.1036,1475,"bls","CH",207,8.5,2,22.6,2.7672,0,40.606,25.7,3.69,7,1,1000,0,0
"1915",6.4258,0.133299999999999,6.2925,0.158247549623208,0.0444333333333331,1475,"bls","CH",207,11.5,3,20.8,1.996,0,40.606,25.7,3.69,7,1,1000,0,0
"1916",6.5561,0.1303,6.4258,0.161456435009604,0.032575,1475,"bls","CH",207,15.5,4,16.9,1.1795,0,40.606,25.7,3.69,7,1,1000,0,0
"1917",6.6034,0.0472999999999999,6.5561,0.162621287494459,0.011825,1475,"bls","CH",207,19.5,4,14,0.97533,0,40.606,25.7,3.69,7,1,1000,0,0
"1918",6.6567,0.0533000000000001,6.6034,0.163933901393883,0.0266500000000001,1475,"bls","CH",207,21.5,2,14.2,1.6671,0,40.606,25.7,3.69,7,1,1000,0,0
"1919",6.7693,0.1126,6.6567,0.166706890607299,0.0563000000000002,1475,"bls","CH",207,23.5,2,16.8,4.0034,0,40.606,25.7,3.69,7,1,1000,0,0
"1920",7.2418,0.472499999999999,6.7693,0.17834310200463,0.16578947368421,1475,"bls","CH",207,26.35,2.85,20.1,4.854,0,40.606,25.7,3.69,7,1,1000,0,0
"1921",7.455,0.213200000000001,7.2418,0.183593557602325,0.1066,1475,"bls","CH",207,28.35,2,22.4,5.5684,0,40.606,25.7,3.69,7,1,1000,0,0
"1922",7.6031,0.1481,7.455,0.187240801851943,0.0740500000000002,1475,"bls","CH",207,30.35,2,22.9,5.0921,0,40.606,25.7,3.69,7,1,1000,0,0
"1923",7.7896,0.1865,7.6031,0.191833719154805,0.0621666666666666,1475,"bls","CH",207,33.35,3,22.3,5.1261,0,40.606,25.7,3.69,7,1,1000,0,0
"1924",7.8962,0.1066,7.7896,0.194458946953652,0.0266500000000001,1475,"bls","CH",207,37.35,4,17.7,3.7766,0,40.606,25.7,3.69,7,1,1000,0,0
"1925",7.9199,0.0236999999999998,7.8962,0.195042604541201,0.00592499999999996,1475,"bls","CH",207,41.35,4,12.7,1.7919,0,40.606,25.7,3.69,7,1,1000,0,0
"1926",7.9199,0,7.9199,0.195042604541201,0,1475,"bls","CH",207,45.35,4,9.6,0.41962,0,40.606,25.7,3.69,7,1,1000,0,0
"1927",7.9998,0.0798999999999994,7.9199,0.197010294045215,0.0266333333333331,1475,"bls","CH",207,48.35,3,15.4,2.3363,0,40.606,25.7,3.69,7,1,1000,0,0
"1928",8.1153,0.1155,7.9998,0.199854701275674,0.0385,1475,"bls","CH",207,51.35,3,20.3,3.8333,0,40.606,25.7,3.69,7,1,1000,0,0
"1929",8.2036,0.0883000000000003,8.1153,0.202029256760085,0.0296010727455583,1475,"bls","CH",207,54.333,2.983,22.7,3.8333,0,40.606,25.7,3.69,7,1,1000,0,0
"1930",0.58331,0.58331,0,0.0128188730661041,3.49979000419992,1476,"bls","CH",207,0.16667,0.16667,19.6,4.4684,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1931",1.1691,0.58579,0.58331,0.025692246835443,3.51488059522381,1476,"bls","CH",207,0.33333,0.16666,19.7,4.956,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1932",1.6399,0.4708,1.1691,0.0360385900140647,2.8247435051299,1476,"bls","CH",207,0.5,0.16667,20,5.2509,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1933",2.3298,0.6899,1.6399,0.0511998945147679,2.06972069720697,1476,"bls","CH",207,0.83333,0.33333,20.2,5.421,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1934",2.7433,0.4135,2.3298,0.0602870077355837,1.2403635600084,1476,"bls","CH",207,1.1667,0.33337,20.6,5.421,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1935",3.0592,0.3159,2.7433,0.0672292545710267,0.947794779477948,1476,"bls","CH",207,1.5,0.3333,21,5.2509,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1936",3.4411,0.3819,3.0592,0.075621923347398,0.7638,1476,"bls","CH",207,2,0.5,21.4,5.0921,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1937",3.8157,0.3746,3.4411,0.0838541666666667,0.7492,1476,"bls","CH",207,2.5,0.5,22.2,5.2055,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1938",4.1429,0.3272,3.8157,0.0910447433192686,0.6544,1476,"bls","CH",207,3,0.5,23.1,5.5117,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1939",4.4878,0.3449,4.1429,0.0986242967651196,0.6898,1476,"bls","CH",207,3.5,0.5,23.8,5.3189,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1940",4.7469,0.2591,4.4878,0.104318301687764,0.5182,1476,"bls","CH",207,4,0.5,24.4,4.9447,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1941",5.0637,0.3168,4.7469,0.111280327004219,0.3168,1476,"bls","CH",207,5,1,23.7,4.956,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1942",5.1615,0.0978000000000003,5.0637,0.113429588607595,0.0978000000000003,1476,"bls","CH",207,6,1,22.3,3.9467,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1943",5.3154,0.1539,5.1615,0.11681170886076,0.0769500000000001,1476,"bls","CH",207,8,2,22.8,2.9146,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1944",5.4131,0.0976999999999997,5.3154,0.118958772855134,0.0325666666666666,1476,"bls","CH",207,11,3,20.4,1.6785,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1945",5.5079,0.0948000000000002,5.4131,0.121042106188467,0.0237000000000001,1476,"bls","CH",207,15,4,16.7,1.1908,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1946",5.5553,0.0473999999999997,5.5079,0.122083772855134,0.0118499999999999,1476,"bls","CH",207,19,4,13.9,0.95265,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1947",5.6086,0.0533000000000001,5.5553,0.123255098452883,0.0266500000000001,1476,"bls","CH",207,21,2,14.5,1.9507,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1948",5.6386,0.0300000000000002,5.6086,0.123914381153305,0.0118436636399527,1476,"bls","CH",207,23.533,2.533,17.4,4.1622,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1949",5.6859,0.0472999999999999,5.6386,0.12495385021097,0.0236499999999999,1476,"bls","CH",207,25.533,2,20.6,5.0581,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1950",5.9287,0.2428,5.6859,0.130289644866385,0.1214,1476,"bls","CH",207,27.533,2,22.3,5.6025,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1951",6.059,0.1303,5.9287,0.133153129395218,0.06515,1476,"bls","CH",207,29.533,2,22.9,5.0921,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1952",6.2722,0.2132,6.059,0.137838431786217,0.0710666666666665,1476,"bls","CH",207,32.533,3,22.3,5.1715,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1953",6.3433,0.0711000000000004,6.2722,0.139400931786217,0.0177750000000001,1476,"bls","CH",207,36.533,4,17.9,3.7879,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1954",6.3551,0.0118,6.3433,0.139660249648383,0.00295000000000001,1476,"bls","CH",207,40.533,4,12.8,1.8713,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1955",6.3551,0,6.3551,0.139660249648383,0,1476,"bls","CH",207,44.533,4,9.5,0.43096,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1956",6.3995,0.0443999999999996,6.3551,0.140635988045007,0.0147999999999998,1476,"bls","CH",207,47.533,3,15.2,2.2569,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1957",6.4617,0.0622000000000007,6.3995,0.142002900843882,0.0207333333333336,1476,"bls","CH",207,50.533,3,20.1,3.7879,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1958",6.515,0.0532999999999992,6.4617,0.143174226441631,0.0177666666666664,1476,"bls","CH",207,53.533,3,22.7,3.7879,0,45.504,28.8,1.24,7.3,0,1000,0,0
"1959",0.41602,0.41602,0,0.00924899955535794,2.26924125893198,1477,"bls","CH",207,0.18333,0.18333,17.8,2.3249,0,44.98,26,3.19,7.2,0,1000,0,0
"1960",0.83055,0.41453,0.41602,0.018464873277012,2.48713025739485,1477,"bls","CH",207,0.35,0.16667,18,2.9827,0,44.98,26,3.19,7.2,0,1000,0,0
"1961",1.2066,0.37605,0.83055,0.0268252556691863,2.2562548749025,1477,"bls","CH",207,0.51667,0.16667,18.2,3.2209,0,44.98,26,3.19,7.2,0,1000,0,0
"1962",1.8995,0.6929,1.2066,0.042229879946643,2.07872078720787,1477,"bls","CH",207,0.85,0.33333,18.5,3.4817,0,44.98,26,3.19,7.2,0,1000,0,0
"1963",2.3189,0.4194,1.8995,0.0515540240106714,1.25832583258326,1477,"bls","CH",207,1.1833,0.3333,19,3.8673,0,44.98,26,3.19,7.2,0,1000,0,0
"1964",2.5499,0.231,2.3189,0.0566896398399289,0.692861427714457,1477,"bls","CH",207,1.5167,0.3334,19.6,4.3436,0,44.98,26,3.19,7.2,0,1000,0,0
"1965",2.8356,0.2857,2.5499,0.0630413517118719,0.571399999999999,1477,"bls","CH",207,2.0167,0.5,20,5.2396,0,44.98,26,3.19,7.2,0,1000,0,0
"1966",3.0577,0.2221,2.8356,0.0679791018230325,0.4442,1477,"bls","CH",207,2.5167,0.5,20.5,5.4437,0,44.98,26,3.19,7.2,0,1000,0,0
"1967",3.2531,0.1954,3.0577,0.0723232547799022,0.3908,1477,"bls","CH",207,3.0167,0.5,21.1,5.2055,0,44.98,26,3.19,7.2,0,1000,0,0
"1968",3.5759,0.3228,3.2531,0.0794997776789684,0.3228,1477,"bls","CH",207,4.0167,1,22.1,5.2282,0,44.98,26,3.19,7.2,0,1000,0,0
"1969",3.8423,0.2664,3.5759,0.0854224099599822,0.2664,1477,"bls","CH",207,5.0167,1,23.7,5.3416,0,44.98,26,3.19,7.2,0,1000,0,0
"1970",4.0466,0.2043,3.8423,0.0899644286349489,0.2043,1477,"bls","CH",207,6.0167,1,24.3,5.0241,0,44.98,26,3.19,7.2,0,1000,0,0
"1971",4.1207,0.0741000000000005,4.0466,0.0916118274788795,0.0741000000000005,1477,"bls","CH",207,7.0167,1,22.5,4.2075,0,44.98,26,3.19,7.2,0,1000,0,0
"1972",4.1977,0.077,4.1207,0.0933236994219653,0.0385,1477,"bls","CH",207,9.0167,2,22.6,2.6992,0,44.98,26,3.19,7.2,0,1000,0,0
"1973",4.251,0.0533000000000001,4.1977,0.0945086705202312,0.0177648901776489,1477,"bls","CH",207,12.017,3.0003,20.9,2.1321,0,44.98,26,3.19,7.2,0,1000,0,0
"1974",4.2983,0.0472999999999999,4.251,0.0955602489995554,0.011825,1477,"bls","CH",207,16.017,4,16.9,1.1681,0,44.98,26,3.19,7.2,0,1000,0,0
"1975",4.3102,0.0118999999999998,4.2983,0.0958248110271232,0.00297499999999995,1477,"bls","CH",207,20.017,4,14,0.98667,0,44.98,26,3.19,7.2,0,1000,0,0
"1976",4.3161,0.00589999999999957,4.3102,0.0959559804357492,0.00294999999999979,1477,"bls","CH",207,22.017,2,14.1,1.5877,0,44.98,26,3.19,7.2,0,1000,0,0
"1977",4.3576,0.0415000000000001,4.3161,0.096878612716763,0.02075,1477,"bls","CH",207,24.017,2,16.7,3.9467,0,44.98,26,3.19,7.2,0,1000,0,0
"1978",4.553,0.1954,4.3576,0.101222765673633,0.0651333333333334,1477,"bls","CH",207,27.017,3,20.1,4.854,0,44.98,26,3.19,7.2,0,1000,0,0
"1979",4.6418,0.0888,4.553,0.103196976433971,0.0444,1477,"bls","CH",207,29.017,2,22.4,5.5458,0,44.98,26,3.19,7.2,0,1000,0,0
"1980",4.6714,0.0296000000000003,4.6418,0.103855046687417,0.0148000000000001,1477,"bls","CH",207,31.017,2,22.9,5.0921,0,44.98,26,3.19,7.2,0,1000,0,0
"1981",4.778,0.106599999999999,4.6714,0.106224988883948,0.0355333333333331,1477,"bls","CH",207,34.017,3,22.3,5.0921,0,44.98,26,3.19,7.2,0,1000,0,0
"1982",4.8491,0.0711000000000004,4.778,0.107805691418408,0.0177750000000001,1477,"bls","CH",207,38.017,4,17.6,3.7766,0,44.98,26,3.19,7.2,0,1000,0,0
"1983",4.8609,0.0118,4.8491,0.10806803023566,0.00295000000000001,1477,"bls","CH",207,42.017,4,12.6,1.7465,0,44.98,26,3.19,7.2,0,1000,0,0
"1984",4.8609,0,4.8609,0.10806803023566,0,1477,"bls","CH",207,46.033,4.016,9.6,0.41962,0,44.98,26,3.19,7.2,0,1000,0,0
"1985",4.9053,0.0444000000000004,4.8609,0.109055135615829,0.0148000000000001,1477,"bls","CH",207,49.033,3,15.6,2.4156,0,44.98,26,3.19,7.2,0,1000,0,0
"1986",4.9764,0.0710999999999995,4.9053,0.110635838150289,0.0236999999999998,1477,"bls","CH",207,52.033,3,20.4,3.8786,0,44.98,26,3.19,7.2,0,1000,0,0
"1987",5.0489,0.0724999999999998,4.9764,0.112247665629169,0.0414285714285713,1477,"bls","CH",207,53.783,1.75,22.5,4.3436,0,44.98,26,3.19,7.2,0,1000,0,0
"1988",0.46976,0.46976,0,0.0106630348428101,1.40929409294093,1478,"bls","CH",207,0.33333,0.33333,2.3,1.3639,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1989",0.95042,0.48066,0.46976,0.0215734876858472,1.44195116097678,1478,"bls","CH",207,0.66667,0.33334,2.3,1.2963,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1990",1.3126,0.36218,0.95042,0.0297945749631143,1.08655086550865,1478,"bls","CH",207,1,0.33333,2.3,1.1159,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1991",1.9112,0.5986,1.3126,0.0433821359664056,0.920923076923077,1478,"bls","CH",207,1.65,0.65,2.3,1.0483,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1992",2.6066,0.6954,1.9112,0.0591669504029055,0.683977574505754,1478,"bls","CH",207,2.6667,1.0167,2.4,0.99192,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1993",3.6023,0.9957,2.6066,0.0817682442401544,0.574453354872209,1478,"bls","CH",207,4.4,1.7333,2.4,1.1497,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1994",4.6682,1.0659,3.6023,0.105963000794461,0.266475,1478,"bls","CH",207,8.4,4,2.2,1.1272,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1995",5.3196,0.651400000000001,4.6682,0.120749063670412,0.16285,1478,"bls","CH",207,12.4,4,1.7,0.84539,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1996",6.125,0.8054,5.3196,0.139030757008285,0.100675,1478,"bls","CH",207,20.4,8,1.1,1.409,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1997",6.2671,0.1421,6.125,0.142256270570877,0.0473666666666667,1478,"bls","CH",207,23.4,3,1.3,1.1497,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1998",6.4093,0.1422,6.2671,0.14548405402338,0.0474,1478,"bls","CH",207,26.4,3,1.8,0.86793,0,44.055,26.7,3.77,7.3,1,1000,0,0
"1999",6.5158,0.1065,6.4093,0.147901486777891,0.0354999999999999,1478,"bls","CH",207,29.4,3,1.7,1.037,0,44.055,26.7,3.77,7.3,1,1000,0,0
"2000",6.6313,0.115500000000001,6.5158,0.150523209624333,0.0385000000000003,1478,"bls","CH",207,32.4,3,1.2,1.1272,0,44.055,26.7,3.77,7.3,1,1000,0,0
