"","e.cum","delta_e.cum","e.cum_shift","e.rel","j.NH3","pmid","meas.tech","country","inst","ct","dt","air.temp","wind.2m","rain.rate","tan.app","app.rate","man.dm","man.ph","man.source","t.incorp","app.mthd","incorp"
"159",3.1131,0.207,2.9061,0.0849784353332969,0.065367732971232,911,"ihf","UK",202,6.5,3.1667,5.1,3.1629,0,36.634,58.15,1.8,7.6,1,1000,1,0
"160",5.665,2.5519,3.1131,0.154637768193481,0.150848259147603,911,"ihf","UK",202,23.417,16.917,7.9,4.4485,0,36.634,58.15,1.8,7.6,1,1000,1,0
"161",9.4412,3.7762,5.665,0.257716875034121,0.157894296705135,911,"ihf","UK",202,47.333,23.916,8.8,2.265,0.12552,36.634,58.15,1.8,7.6,1,1000,1,0
"162",11.373,1.9318,9.4412,0.310449309384725,0.0399677245831092,911,"ihf","UK",202,95.667,48.334,7.6,2.9078,0.082816,36.634,58.15,1.8,7.6,1,1000,1,0
"163",13.272,1.899,11.373,0.362286400611454,0.0390234880710191,911,"ihf","UK",202,144.33,48.663,5.4,4.4383,0.01232,36.634,58.15,1.8,7.6,1,1000,1,0
"164",0.894,0.894,0,0.00501374011552913,0.894,913,"ihf","UK",202,1,1,2.8,7.0808,0.6,178.31,52.6,2.7,7.83,0,1000,1,0
"165",2.388,1.494,0.894,0.0133924064830912,0.747,913,"ihf","UK",202,3,2,2.8,7.846,0,178.31,52.6,2.7,7.83,0,1000,1,0
"166",5.3168,2.9288,2.388,0.0298177331613482,0.976266666666667,913,"ihf","UK",202,6,3,2.8,7.04,0,178.31,52.6,2.7,7.83,0,1000,1,0
"167",15.639,10.3222,5.3168,0.0877068027592395,0.52934358974359,913,"ihf","UK",202,25.5,19.5,4.9,7.8664,0.064171,178.31,52.6,2.7,7.83,0,1000,1,0
"168",18.351,2.712,15.639,0.102916269418429,0.113,913,"ihf","UK",202,49.5,24,6.3,11.264,0,178.31,52.6,2.7,7.83,0,1000,1,0
"169",39.656,21.305,18.351,0.2223991924177,0.451692920898085,913,"ihf","UK",202,96.667,47.167,6.9,12.478,0.033195,178.31,52.6,2.7,7.83,0,1000,1,0
"170",54.14,14.484,39.656,0.303628512141776,0.290184921763869,913,"ihf","UK",202,146.58,49.913,8.3,9.1214,0,178.31,52.6,2.7,7.83,0,1000,1,0
"171",0.465,0.465,0,0.00391908975979772,0.465,914,"ihf","UK",202,1,1,10.2,1.1529,0,118.65,52.5,1.7,7.5667,0,1000,1,0
"172",0.731,0.266,0.465,0.00616097766540244,0.127682042912687,914,"ihf","UK",202,3.0833,2.0833,10.2,1.6223,0,118.65,52.5,1.7,7.5667,0,1000,1,0
"173",0.971,0.24,0.731,0.00818373367045933,0.106666666666667,914,"ihf","UK",202,5.3333,2.25,10.2,2.3059,0,118.65,52.5,1.7,7.5667,0,1000,1,0
"174",2.1113,1.1403,0.971,0.0177943531394859,0.0630567859453541,914,"ihf","UK",202,23.417,18.0837,8.1,2.0406,0,118.65,52.5,1.7,7.5667,0,1000,1,0
"175",3.9755,1.8642,2.1113,0.0335061104087653,0.0782192757940671,914,"ihf","UK",202,47.25,23.833,7.7,3.8975,0.041841,118.65,52.5,1.7,7.5667,0,1000,1,0
"176",5.4542,1.4787,3.9755,0.045968815844922,0.0313503084783853,914,"ihf","UK",202,94.417,47.167,6.8,4.3056,0.071279,118.65,52.5,1.7,7.5667,0,1000,1,0
"177",6.9722,1.518,5.4542,0.0587627475769069,0.029762955120287,914,"ihf","UK",202,145.42,51.003,5.3,3.0915,0,118.65,52.5,1.7,7.5667,0,1000,1,0
"178",0.876,0.876,0,0.023912212698586,0.876,916,"ihf","UK",202,1,1,5.1,3.1629,0,36.634,58.15,1.8,7.6,1,1000,1,0
"179",1.9128,1.0368,0.876,0.0522137904678714,0.429014772210038,916,"ihf","UK",202,3.4167,2.4167,5.1,3.1629,0,36.634,58.15,1.8,7.6,1,1000,1,0
"180",2.0248,0.112,1.9128,0.0552710596713436,0.0373333333333333,916,"ihf","UK",202,6.4167,3,5.1,3.1629,0,36.634,58.15,1.8,7.6,1,1000,1,0
"181",3.5627,1.5379,2.0248,0.097251187421521,0.0909123153408251,916,"ihf","UK",202,23.333,16.9163,7.9,4.4485,0,36.634,58.15,1.8,7.6,1,1000,1,0
"182",7.2993,3.7366,3.5627,0.199249331222362,0.15623196889242,916,"ihf","UK",202,47.25,23.917,8.8,2.265,0.12605,36.634,58.15,1.8,7.6,1,1000,1,0
"183",7.9272,0.6279,7.2993,0.216389146694328,0.0129911240767178,916,"ihf","UK",202,95.583,48.333,7.6,2.9078,0.082816,36.634,58.15,1.8,7.6,1,1000,1,0
"184",8.8038,0.876600000000001,7.9272,0.240317737620789,0.0180122053958535,916,"ihf","UK",202,144.25,48.667,5.4,4.4383,0.01232,36.634,58.15,1.8,7.6,1,1000,1,0
"185",0.361,0.361,0,0.00689457601222307,0.270756768919223,917,"ihf","UK",202,1.3333,1.3333,2.8,7.0808,0.6,52.36,47.6,2.8,7.13,1,1000,1,0
"186",1.137,0.776,0.361,0.0217150496562261,0.388,917,"ihf","UK",202,3.3333,2,2.8,7.846,0,52.36,47.6,2.8,7.13,1,1000,1,0
"187",1.2735,0.1365,1.137,0.0243220015278839,0.1092,917,"ihf","UK",202,4.5833,1.25,2.8,7.04,0,52.36,47.6,2.8,7.13,1,1000,1,0
"188",4.4695,3.196,1.2735,0.0853609625668449,0.169695811231994,917,"ihf","UK",202,23.417,18.8337,4.9,7.8664,0.06383,52.36,47.6,2.8,7.13,1,1000,1,0
"189",6.9655,2.496,4.4695,0.133030939648587,0.104,917,"ihf","UK",202,47.417,24,6.3,11.264,0,52.36,47.6,2.8,7.13,1,1000,1,0
"190",11.573,4.6075,6.9655,0.221027501909855,0.097,917,"ihf","UK",202,94.917,47.5,6.9,12.478,0.033684,52.36,47.6,2.8,7.13,1,1000,1,0
"191",14.853,3.28,11.573,0.283670741023682,0.0660451442723959,917,"ihf","UK",202,144.58,49.663,8.3,9.1214,0,52.36,47.6,2.8,7.13,1,1000,1,0
"192",2.511,2.511,0,0.0548900450312596,2.43007838962547,918,"ihf","UK",202,1.0333,1.0333,16.3,8.1827,0.2,45.746,51.4,3.17,7.1,1,1000,1,0
"193",5.773,3.262,2.511,0.126196825951996,1.631,918,"ihf","UK",202,3.0333,2,16.3,8.1317,0,45.746,51.4,3.17,7.1,1,1000,1,0
"194",6.4555,0.6825,5.773,0.141116163161806,0.325,918,"ihf","UK",202,5.1333,2.1,16.3,7.2134,0,45.746,51.4,3.17,7.1,1,1000,1,0
"195",7.5878,1.1323,6.4555,0.165868054037511,0.0671322783947067,918,"ihf","UK",202,22,16.8667,17.6,3.6832,0.11834,45.746,51.4,3.17,7.1,1,1000,1,0
"196",7.6364,0.0486000000000004,7.5878,0.166930442005858,0.0019972876340772,918,"ihf","UK",202,46.333,24.333,17.3,5.4994,0,45.746,51.4,3.17,7.1,1,1000,1,0
"197",8.6,0.9636,7.6364,0.187994578760985,0.021982935620751,918,"ihf","UK",202,90.167,43.834,13.5,3.7343,0.12785,45.746,51.4,3.17,7.1,1,1000,1,0
"198",10.634,2.034,8.6,0.232457482621431,0.0410221245184842,918,"ihf","UK",202,139.75,49.583,17.9,4.4893,0,45.746,51.4,3.17,7.1,1,1000,1,0
"199",2.562,2.562,0,0.0468921590160334,2.562,919,"ihf","UK",202,1,1,14.6,3.4996,1.8,54.636,62.8,2.38,7.53,1,1000,1,0
"200",4.786,2.224,2.562,0.0875979207848305,1.06753708059329,919,"ihf","UK",202,3.0833,2.0833,14.6,3.4996,0,54.636,62.8,2.38,7.53,1,1000,1,0
"201",5.7198,0.933800000000001,4.786,0.104689215901603,0.320156341070388,919,"ihf","UK",202,6,2.9167,14.6,3.4996,0,54.636,62.8,2.38,7.53,1,1000,1,0
"202",8.8983,3.1785,5.7198,0.16286514386119,0.168772898635374,919,"ihf","UK",202,24.833,18.833,17.1,4.1934,0.17436,54.636,62.8,2.38,7.53,1,1000,1,0
"203",8.7768,-0.121500000000001,8.8983,0.160641335383264,-0.00508006857047293,919,"ihf","UK",202,48.75,23.917,20.4,5.6116,0,54.636,62.8,2.38,7.53,1,1000,1,0
"204",9.5994,0.8226,8.7768,0.175697342411597,0.0175084605069919,919,"ihf","UK",202,95.733,46.983,20.2,3.6832,0.84026,54.636,62.8,2.38,7.53,1,1000,1,0
"205",9.5044,-0.0949999999999989,9.5994,0.173958562120214,-0.0019888207339795,919,"ihf","UK",202,143.5,47.767,19,4.2546,0.10105,54.636,62.8,2.38,7.53,1,1000,1,0
"206",0.426,0.426,0,0.00596438172043011,0.426,920,"ihf","UK",202,1,1,10.2,1.1529,0,71.424,57.6,3.9,6.9,1,1000,1,0
"207",1.14,0.714,0.426,0.0159610215053763,0.357,920,"ihf","UK",202,3,2,10.2,1.6223,0,71.424,57.6,3.9,6.9,1,1000,1,0
"208",2.4924,1.3524,1.14,0.0348958333333333,0.4508,920,"ihf","UK",202,6,3,10.2,2.3059,0,71.424,57.6,3.9,6.9,1,1000,1,0
"209",5.2074,2.715,2.4924,0.0729082661290322,0.150833333333333,920,"ihf","UK",202,24,18,8.1,2.0406,0,71.424,57.6,3.9,6.9,1,1000,1,0
"210",10.729,5.5216,5.2074,0.150215613799283,0.230865075051219,920,"ihf","UK",202,47.917,23.917,7.7,3.8975,0.042017,71.424,57.6,3.9,6.9,1,1000,1,0
"211",14.142,3.413,10.729,0.198000672043011,0.0713524136056697,920,"ihf","UK",202,95.75,47.833,6.8,4.3056,0.07173,71.424,57.6,3.9,6.9,1,1000,1,0
"212",15.717,1.575,14.142,0.220052083333333,0.0328125,920,"ihf","UK",202,143.75,48,5.3,3.0915,0,71.424,57.6,3.9,6.9,1,1000,1,0
"213",0.969,0.969,0,0.0185064935064935,0.969,921,"ihf","UK",202,1,1,2.8,7.0808,0.6,52.36,47.6,2.8,7.13,1,1000,1,0
"214",1.289,0.32,0.969,0.0246180290297937,0.16,921,"ihf","UK",202,3,2,2.8,7.846,0,52.36,47.6,2.8,7.13,1,1000,1,0
"215",1.4378,0.1488,1.289,0.0274598930481283,0.0992,921,"ihf","UK",202,4.5,1.5,2.8,7.04,0,52.36,47.6,2.8,7.13,1,1000,1,0
"216",3.6074,2.1696,1.4378,0.0688961038961039,0.113194553138206,921,"ihf","UK",202,23.667,19.167,4.9,7.8664,0.0625,52.36,47.6,2.8,7.13,1,1000,1,0
"217",5.1674,1.56,3.6074,0.0986898395721925,0.065,921,"ihf","UK",202,47.667,24,6.3,11.264,0,52.36,47.6,2.8,7.13,1,1000,1,0
"218",10.936,5.7686,5.1674,0.208861726508785,0.122955921220905,921,"ihf","UK",202,94.583,46.916,6.9,12.478,0.034115,52.36,47.6,2.8,7.13,1,1000,1,0
"219",14.35,3.414,10.936,0.274064171122995,0.0680527039687444,921,"ihf","UK",202,144.75,50.167,8.3,9.1214,0,52.36,47.6,2.8,7.13,1,1000,1,0
"220",0.873,0.873,0,0.00489596769670798,0.873,922,"ihf","UK",202,1,1,2.8,7.0808,0.6,178.31,52.6,2.7,7.83,0,1000,1,0
"221",1.841,0.968,0.873,0.0103247153833212,0.484,922,"ihf","UK",202,3,2,2.8,7.846,0,178.31,52.6,2.7,7.83,0,1000,1,0
"222",3.527,1.686,1.841,0.0197801581515338,0.562,922,"ihf","UK",202,6,3,2.8,7.04,0,178.31,52.6,2.7,7.83,0,1000,1,0
"223",8.5322,5.0052,3.527,0.0478503729459929,0.257774115465829,922,"ihf","UK",202,25.417,19.417,4.9,7.8664,0.061856,178.31,52.6,2.7,7.83,0,1000,1,0
"224",9.8282,1.296,8.5322,0.0551186136503842,0.054,922,"ihf","UK",202,49.417,24,6.3,11.264,0,178.31,52.6,2.7,7.83,0,1000,1,0
"225",19.197,9.3688,9.8282,0.107660815433795,0.196069731913023,922,"ihf","UK",202,97.2,47.783,6.9,12.478,0.033473,178.31,52.6,2.7,7.83,0,1000,1,0
"226",24.246,5.049,19.197,0.135976669844653,0.102061855670103,922,"ihf","UK",202,146.67,49.47,8.3,9.1214,0,178.31,52.6,2.7,7.83,0,1000,1,0
"227",1.673,1.673,0,0.0151622258473808,1.673,923,"ihf","UK",202,1,1,17.5,4.6219,0.2,110.34,43.1,1.52,8,0,1000,1,0
"228",4.661,2.988,1.673,0.042242160594526,1.494,923,"ihf","UK",202,3,2,17.5,4.6219,0,110.34,43.1,1.52,8,0,1000,1,0
"229",6.416,1.755,4.661,0.058147543955048,0.585,923,"ihf","UK",202,6,3,17.5,4.6219,0,110.34,43.1,1.52,8,0,1000,1,0
"230",9.931,3.515,6.416,0.0900036251586007,0.190174755180436,923,"ihf","UK",202,24.483,18.483,13.8,2.8874,0.28108,110.34,43.1,1.52,8,0,1000,1,0
"231",11.125,1.194,9.931,0.100824723581657,0.0471005917159764,923,"ihf","UK",202,49.833,25.35,8.7,5.7544,0.11811,110.34,43.1,1.52,8,0,1000,1,0
"232",13.028,1.903,11.125,0.118071415624434,0.0390222896630919,923,"ihf","UK",202,98.6,48.767,10.4,5.0402,0.10246,110.34,43.1,1.52,8,0,1000,1,0
"233",11.735,-1.293,13.028,0.106353090447707,-0.0269824707846411,923,"ihf","UK",202,146.52,47.92,13.6,2.1732,0.079332,110.34,43.1,1.52,8,0,1000,1,0
"234",1.9767,1.9767,0,0.0167573753814852,1.82470229853226,924,"ihf","UK",202,1.0833,1.0833,5.1,3.1629,0,117.96,45.9,3.02,7.6,0,1000,1,0
"235",3.0887,1.112,1.9767,0.0261842997626314,0.513222873494254,924,"ihf","UK",202,3.25,2.1667,5.1,3.1629,0,117.96,45.9,3.02,7.6,0,1000,1,0
"236",3.0743,-0.0143999999999997,3.0887,0.0260622244828756,-0.0059585385029171,924,"ihf","UK",202,5.6667,2.4167,5.1,3.1629,0,117.96,45.9,3.02,7.6,0,1000,1,0
"237",6.8627,3.7884,3.0743,0.0581781959986436,0.230770636501526,924,"ihf","UK",202,22.083,16.4163,7.9,4.4485,0,117.96,45.9,3.02,7.6,0,1000,1,0
"238",11.504,4.6413,6.8627,0.0975245846049508,0.194734413023412,924,"ihf","UK",202,45.917,23.834,8.8,2.265,0.12605,117.96,45.9,3.02,7.6,0,1000,1,0
"239",14.788,3.284,11.504,0.125364530349271,0.0679452961744564,924,"ihf","UK",202,94.25,48.333,7.6,2.9078,0.082816,117.96,45.9,3.02,7.6,0,1000,1,0
"240",17.267,2.479,14.788,0.14638012885724,0.0509872480460716,924,"ihf","UK",202,142.87,48.62,5.4,4.4383,0.012346,117.96,45.9,3.02,7.6,0,1000,1,0
"241",4.408,4.408,0,0.0331927710843374,4.408,927,"ihf","UK",202,1,1,16.3,8.1827,0.2,132.8,42.7,2.27,8,0,1000,1,0
"242",7.924,3.516,4.408,0.0596686746987952,1.758,927,"ihf","UK",202,3,2,16.3,8.1317,0,132.8,42.7,2.27,8,0,1000,1,0
"243",8.104,0.179999999999999,7.924,0.0610240963855422,0.0599999999999996,927,"ihf","UK",202,6,3,16.3,7.2134,0,132.8,42.7,2.27,8,0,1000,1,0
"244",8.5615,0.457500000000001,8.104,0.0644691265060241,0.025068493150685,927,"ihf","UK",202,24.25,18.25,17.6,3.6832,0.10929,132.8,42.7,2.27,8,0,1000,1,0
"245",9.655,1.0935,8.5615,0.072703313253012,0.0449389717667365,927,"ihf","UK",202,48.583,24.333,17.3,5.4994,0,132.8,42.7,2.27,8,0,1000,1,0
"246",10.139,0.484,9.655,0.076347891566265,0.011,927,"ihf","UK",202,92.583,44,13.5,3.7343,0.12727,132.8,42.7,2.27,8,0,1000,1,0
"247",8.904,-1.235,10.139,0.0670481927710843,-0.0249913997207439,927,"ihf","UK",202,142,49.417,17.9,4.4893,0,132.8,42.7,2.27,8,0,1000,1,0
"248",1.11,1.11,0,0.0269221440698521,1.11,928,"ihf","UK",202,1,1,17.5,4.6219,0.2,41.23,54.25,2.33,7.23,1,1000,1,0
"249",2.524,1.414,1.11,0.061217560029105,0.707,928,"ihf","UK",202,3,2,17.5,4.6219,0,41.23,54.25,2.33,7.23,1,1000,1,0
"250",3.781,1.257,2.524,0.091705069124424,0.419,928,"ihf","UK",202,6,3,17.5,4.6219,0,41.23,54.25,2.33,7.23,1,1000,1,0
"251",7.6456,3.8646,3.781,0.185437788018433,0.226224901949306,928,"ihf","UK",202,23.083,17.083,13.8,2.8874,0.30409,41.23,54.25,2.33,7.23,1,1000,1,0
"252",7.5404,-0.1052,7.6456,0.182886247877759,-0.00400243494140922,928,"ihf","UK",202,49.367,26.284,8.7,5.7544,0.11407,41.23,54.25,2.33,7.23,1,1000,1,0
"253",8.4543,0.9139,7.5404,0.20505214649527,0.0190197710718002,928,"ihf","UK",202,97.417,48.05,10.4,5.0402,0.10395,41.23,54.25,2.33,7.23,1,1000,1,0
"254",8.0277,-0.426600000000001,8.4543,0.194705311666262,-0.00899753232235886,928,"ihf","UK",202,144.83,47.413,13.6,2.1732,0.080169,41.23,54.25,2.33,7.23,1,1000,1,0
"255",0.192,0.192,0,0.004656803298569,0.192,929,"ihf","UK",202,1,1,17.5,4.6219,0.2,41.23,54.25,2.33,7.23,1,1000,1,0
"256",1.504,1.312,0.192,0.0364782925054572,0.656,929,"ihf","UK",202,3,2,17.5,4.6219,0,41.23,54.25,2.33,7.23,1,1000,1,0
"257",2.008,0.504,1.504,0.0487024011642008,0.168,929,"ihf","UK",202,6,3,17.5,4.6219,0,41.23,54.25,2.33,7.23,1,1000,1,0
"258",2.7992,0.7912,2.008,0.0678923114237206,0.0460884254674666,929,"ihf","UK",202,23.167,17.167,13.8,2.8874,0.30233,41.23,54.25,2.33,7.23,1,1000,1,0
"259",2.7209,-0.0783,2.7992,0.0659932088285229,-0.00300195529655331,929,"ihf","UK",202,49.25,26.083,8.7,5.7544,0.11494,41.23,54.25,2.33,7.23,1,1000,1,0
"260",2.6727,-0.0482,2.7209,0.0648241571671113,-0.000999647427255948,929,"ihf","UK",202,97.467,48.217,10.4,5.0402,0.10373,41.23,54.25,2.33,7.23,1,1000,1,0
"261",2.1039,-0.5688,2.6727,0.0510283773951007,-0.0120119105442105,929,"ihf","UK",202,144.82,47.353,13.6,2.1732,0.080169,41.23,54.25,2.33,7.23,1,1000,1,0
"262",0.192,0.192,0,0.00268817204301075,0.192,930,"ihf","UK",202,1,1,10.2,1.1529,0,71.424,57.6,3.9,6.9,1,1000,1,0
"263",0.852,0.66,0.192,0.0119287634408602,0.316805068881102,930,"ihf","UK",202,3.0833,2.0833,10.2,1.6223,0,71.424,57.6,3.9,6.9,1,1000,1,0
"264",1.5811,0.7291,0.852,0.0221368167562724,0.243033333333333,930,"ihf","UK",202,6.0833,3,10.2,2.3059,0,71.424,57.6,3.9,6.9,1,1000,1,0
"265",3.5971,2.016,1.5811,0.0503626232078853,0.111481610511123,930,"ihf","UK",202,24.167,18.0837,8.1,2.0406,0,71.424,57.6,3.9,6.9,1,1000,1,0
"266",6.7387,3.1416,3.5971,0.0943478382616487,0.1309,930,"ihf","UK",202,48.167,24,7.7,3.8975,0.042017,71.424,57.6,3.9,6.9,1,1000,1,0
"267",8.0827,1.344,6.7387,0.113165042562724,0.0280977567787929,930,"ihf","UK",202,96,47.833,6.8,4.3056,0.070833,71.424,57.6,3.9,6.9,1,1000,1,0
"268",8.4867,0.404,8.0827,0.118821404569892,0.00844658164332009,930,"ihf","UK",202,143.83,47.83,5.3,3.0915,0,71.424,57.6,3.9,6.9,1,1000,1,0
"269",0.205,0.205,0,0.001857893782853,0.205,931,"ihf","UK",202,1,1,17.5,4.6219,0.2,110.34,43.1,1.52,8,0,1000,1,0
"270",2.841,2.636,0.205,0.0257476889613921,1.318,931,"ihf","UK",202,3,2,17.5,4.6219,0,110.34,43.1,1.52,8,0,1000,1,0
"271",3.756,0.915,2.841,0.0340402392604676,0.305,931,"ihf","UK",202,6,3,17.5,4.6219,0,110.34,43.1,1.52,8,0,1000,1,0
"272",7.9185,4.1625,3.756,0.0717645459488853,0.225206946924201,931,"ihf","UK",202,24.483,18.483,13.8,2.8874,0.28108,110.34,43.1,1.52,8,0,1000,1,0
"273",9.27,1.3515,7.9185,0.0840130505709625,0.0529294274300932,931,"ihf","UK",202,50.017,25.534,8.7,5.7544,0.11765,110.34,43.1,1.52,8,0,1000,1,0
"274",11.023,1.753,9.27,0.0999003081384811,0.036032887975334,931,"ihf","UK",202,98.667,48.65,10.4,5.0402,0.10267,110.34,43.1,1.52,8,0,1000,1,0
"275",9.3878,-1.6352,11.023,0.0850806597788653,-0.0340290928766154,931,"ihf","UK",202,146.72,48.053,13.6,2.1732,0.079002,110.34,43.1,1.52,8,0,1000,1,0
"276",3.1296,3.1296,0,0.0684125388012067,2.68243764463872,932,"ihf","UK",202,1.1667,1.1667,16.3,8.1827,0.16667,45.746,51.4,3.17,7.1,1,1000,1,0
"277",4.9036,1.774,3.1296,0.107191885629345,0.887,932,"ihf","UK",202,3.1667,2,16.3,8.1317,0,45.746,51.4,3.17,7.1,1,1000,1,0
"278",4.7881,-0.1155,4.9036,0.104667074716915,-0.0554408870541928,932,"ihf","UK",202,5.25,2.0833,16.3,7.2134,0,45.746,51.4,3.17,7.1,1,1000,1,0
"279",5.4769,0.6888,4.7881,0.119724128885586,0.0411223880597015,932,"ihf","UK",202,22,16.75,17.6,3.6832,0.11905,45.746,51.4,3.17,7.1,1,1000,1,0
"280",5.4526,-0.0242999999999993,5.4769,0.119192934901412,-0.00100206185567008,932,"ihf","UK",202,46.25,24.25,17.3,5.4994,0,45.746,51.4,3.17,7.1,1,1000,1,0
"281",8.2498,2.7972,5.4526,0.180339264635159,0.0629758876105996,932,"ihf","UK",202,90.667,44.417,13.5,3.7343,0.12613,45.746,51.4,3.17,7.1,1,1000,1,0
"282",9.3322,1.0824,8.2498,0.204000349757356,0.0220165571669752,932,"ihf","UK",202,139.83,49.163,17.9,4.4893,0,45.746,51.4,3.17,7.1,1,1000,1,0
"283",3.621,3.621,0,0.0662749835273446,3.621,933,"ihf","UK",202,1,1,14.6,3.4996,1.8,54.636,62.8,2.38,7.53,1,1000,1,0
"284",5.947,2.326,3.621,0.108847646240574,1.163,933,"ihf","UK",202,3,2,14.6,3.4996,0,54.636,62.8,2.38,7.53,1,1000,1,0
"285",7.4673,1.5203,5.947,0.136673621787832,0.480089683266492,933,"ihf","UK",202,6.1667,3.1667,14.6,3.4996,0,54.636,62.8,2.38,7.53,1,1000,1,0
"286",15.425,7.9577,7.4673,0.282323010469288,0.428217808462437,933,"ihf","UK",202,24.75,18.5833,17.1,4.1934,0.17347,54.636,62.8,2.38,7.53,1,1000,1,0
"287",17.831,2.406,15.425,0.326359909217366,0.100597901074549,933,"ihf","UK",202,48.667,23.917,20.4,5.6116,0,54.636,62.8,2.38,7.53,1,1000,1,0
"288",20.823,2.992,17.831,0.381122336920712,0.0641839711686975,933,"ihf","UK",202,95.283,46.616,20.2,3.6832,0.87273,54.636,62.8,2.38,7.53,1,1000,1,0
"289",20.871,0.0479999999999983,20.823,0.382000878541621,0.000997568426959251,933,"ihf","UK",202,143.4,48.117,19,4.2546,0.099174,54.636,62.8,2.38,7.53,1,1000,1,0
"290",0.07,0.07,0,0.000392574729403847,0.07,934,"ihf","UK",202,1,1,2.8,7.0808,0.6,178.31,52.6,2.7,7.83,0,1000,1,0
"291",0.198,0.128,0.07,0.00111042566317088,0.064,934,"ihf","UK",202,3,2,2.8,7.846,0,178.31,52.6,2.7,7.83,0,1000,1,0
"292",0.672,0.474,0.198,0.00376871740227693,0.172363636363636,934,"ihf","UK",202,5.75,2.75,2.8,7.04,0,178.31,52.6,2.7,7.83,0,1000,1,0
"293",6.5415,5.8695,0.672,0.0366861084627895,0.314431885144908,934,"ihf","UK",202,24.417,18.667,4.9,7.8664,0.061538,178.31,52.6,2.7,7.83,0,1000,1,0
"294",7.3335,0.792,6.5415,0.0411278111154731,0.033,934,"ihf","UK",202,48.417,24,6.3,11.264,0,178.31,52.6,2.7,7.83,0,1000,1,0
"295",12.101,4.7675,7.3335,0.0678649542930851,0.0989806087281485,934,"ihf","UK",202,96.583,48.166,6.9,12.478,0.033898,178.31,52.6,2.7,7.83,0,1000,1,0
"296",17.789,5.688,12.101,0.0997644551623577,0.115875893821175,934,"ihf","UK",202,145.67,49.087,8.3,9.1214,0,178.31,52.6,2.7,7.83,0,1000,1,0
"297",1.638,1.638,0,0.0138860630722279,1.40395988686038,935,"ihf","UK",202,1.1667,1.1667,5.1,3.1629,0,117.96,45.9,3.02,7.6,0,1000,1,0
"298",2.614,0.976,1.638,0.0221600542556799,0.450475399243054,935,"ihf","UK",202,3.3333,2.1666,5.1,3.1629,0,117.96,45.9,3.02,7.6,0,1000,1,0
"299",2.8509,0.2369,2.614,0.0241683621566633,0.101525670695123,935,"ihf","UK",202,5.6667,2.3334,5.1,3.1629,0,117.96,45.9,3.02,7.6,0,1000,1,0
"300",6.5859,3.735,2.8509,0.0558316378433367,0.225226583370017,935,"ihf","UK",202,22.25,16.5833,7.9,4.4485,0,117.96,45.9,3.02,7.6,0,1000,1,0
"301",10.29,3.7041,6.5859,0.0872329603255341,0.155962105263158,935,"ihf","UK",202,46,23.75,8.8,2.265,0.12552,117.96,45.9,3.02,7.6,0,1000,1,0
"302",13.188,2.898,10.29,0.111800610376399,0.0599590342002359,935,"ihf","UK",202,94.333,48.333,7.6,2.9078,0.082816,117.96,45.9,3.02,7.6,0,1000,1,0
"303",15.274,2.086,13.188,0.129484571041031,0.0429952387822825,935,"ihf","UK",202,142.85,48.517,5.4,4.4383,0.012371,117.96,45.9,3.02,7.6,0,1000,1,0
"304",1.202,1.202,0,0.0291535289837497,1.202,938,"ihf","UK",202,1,1,17.5,4.6219,0.2,41.23,54.25,2.33,7.23,1,1000,1,0
"305",2.502,1.3,1.202,0.0606839679844773,0.65,938,"ihf","UK",202,3,2,17.5,4.6219,0,41.23,54.25,2.33,7.23,1,1000,1,0
"306",4.116,1.614,2.502,0.099830220713073,0.538,938,"ihf","UK",202,6,3,17.5,4.6219,0,41.23,54.25,2.33,7.23,1,1000,1,0
"307",5.6721,1.5561,4.116,0.137572156196944,0.0910905578645437,938,"ihf","UK",202,23.083,17.083,13.8,2.8874,0.30409,41.23,54.25,2.33,7.23,1,1000,1,0
"308",5.4091,-0.263000000000001,5.6721,0.131193305845258,-0.0100060873535231,938,"ihf","UK",202,49.367,26.284,8.7,5.7544,0.11407,41.23,54.25,2.33,7.23,1,1000,1,0
"309",5.0251,-0.383999999999999,5.4091,0.12187969924812,-0.00799733422192601,938,"ihf","UK",202,97.383,48.016,10.4,5.0402,0.10417,41.23,54.25,2.33,7.23,1,1000,1,0
"310",4.3141,-0.711,5.0251,0.104634974533107,-0.0149946221819179,938,"ihf","UK",202,144.8,47.417,13.6,2.1732,0.080169,41.23,54.25,2.33,7.23,1,1000,1,0
"311",4.663,4.663,0,0.0853466578812505,4.663,939,"ihf","UK",202,1,1,14.6,3.4996,1.8,54.636,62.8,2.38,7.53,1,1000,1,0
"312",7.523,2.86,4.663,0.137693096127096,1.43,939,"ihf","UK",202,3,2,14.6,3.4996,0,54.636,62.8,2.38,7.53,1,1000,1,0
"313",9.443,1.92,7.523,0.172834760963467,0.64,939,"ihf","UK",202,6,3,14.6,3.4996,0,54.636,62.8,2.38,7.53,1,1000,1,0
"314",13.343,3.9,9.443,0.244216267662347,0.210810810810811,939,"ihf","UK",202,24.5,18.5,17.1,4.1934,0.17347,54.636,62.8,2.38,7.53,1,1000,1,0
"315",13.489,0.146000000000001,13.343,0.246888498425946,0.00612595980363365,939,"ihf","UK",202,48.333,23.833,20.4,5.6116,0,54.636,62.8,2.38,7.53,1,1000,1,0
