"","e.cum","e.rel","pmid","meas.tech","country","inst","ct","tan.app","app.rate","man.dm","man.ph","man.source","t.incorp","air_temp_1","air_temp_2","air_temp_3","air_temp_4","air_temp_5","air_temp_6","wind.2m_1","wind.2m_2","wind.2m_3","wind.2m_4","wind.2m_5","wind.2m_6","rain.rate_1","rain.rate_2","rain.rate_3","rain.rate_4","rain.rate_5","rain.rate_6","app.mthd_bc","app.mthd_bsth","app.mthd_ts","app.mthd_os","incorp_none","incorp_shallow"
"15",4.5944,0.0541058705764588,196,"micro met","DK",104,162.85,84.915,25.5,3,7.53,0,1000,11.82,11.4868435013263,10.8205305039788,10.1542175066313,9.48790450928382,11.8857422164987,7.47,7.3936074270557,7.24082228116711,7.08803713527851,6.93525198938992,5.82790775399719,0,0,0,0,0,0.0477193135463546,0,1,0,0,1,0
"16",15.272,0.205384760214099,197,"micro met","DK",104,172.05,74.358,24.3,3.4,7.55,0,1000,9.51,9.41230882352941,8.41285294117647,7.2105,6.00814705882353,9.3731609802576,5.27,5.21666176470588,4.67097058823529,4.0145,3.35802941176471,5.41694331041987,0,0,0,0,0,0,1,0,0,0,1,0
"17",19.481,0.324975811563741,198,"micro met","DK",104,172,59.946,19.4,3.2,7.56,0,1000,9.51,9.35515151515152,8.27121212121212,7.03242424242424,5.79363636363636,9.37611244019139,5.27,5.18545454545454,4.59363636363636,3.91727272727273,3.24090909090909,5.42165968899522,0,0,0,0,0,0,0,1,0,0,1,0
"18",10.937,0.125460281043877,199,"micro met","DK",104,164.7,87.175,27.5,3.4,7.76,0,1000,13.77,13.5956206896552,12.6164137931034,11.5433103448276,10.4702068965517,10.0068679896559,4.31,4.26831034482759,4.03420689655172,3.77765517241379,3.52110344827586,4.1332257989865,0,0,0,0,0,0,1,0,0,0,1,0
"19",5.1117,0.0593693379790941,200,"micro met","DK",104,165.17,86.1,28.7,1.93,7.52,0,1000,3.52741841830217,2.75548763248663,1.44868408652547,0.141880540564313,-1.16492300539685,-1.20038820989776,2.59677544226377,2.79528608317051,2.54397770894721,2.29266933472391,2.04136096050061,3.065868674093,0,0,0,0,0,0.0980363827075292,0,1,0,0,1,0
"20",9.0318,0.107881032011467,201,"micro met","DK",104,168.25,83.72,29.9,2.79,7.66,0,1000,4.26336547316719,5.42488525134104,5.49124592158381,5.55760659182658,5.62396726206935,5.9202852218363,2.56686085451958,2.50829508378035,2.5304153071946,2.55253553060886,2.57465575402312,6.02522808798482,0,0,0,0,0,0.0022205882088891,0,1,0,0,1,0
"21",6.8218,0.131517254675149,202,"micro met","DK",104,167.75,51.87,27.3,8.74,7.03,1,1000,10.0687775,11.9164287632125,11.3246382132309,10.7328476632493,10.1410571132676,9.4453062060681,3.2187575,3.74748680800232,3.63789596541313,3.52830512282394,3.41871428023474,3.8928811780758,0,0.0466149102724976,0.143896509422073,0.241178108571648,0.338459707721223,0.0842139069541683,0,1,0,0,1,0
"22",10.119,0.104708195364238,203,"micro met","DK",104,168,96.64,30.2,3.56,7.63,0,1000,10.1375,11.9041095890411,11.3123287671233,10.7205479452055,10.1287671232877,9.44557681115252,3.1375,3.65616438356164,3.56849315068493,3.48082191780822,3.39315068493151,3.8922726030181,0,0.04864,0.14592,0.2432,0.34048,0.0842483935129885,0,1,0,0,1,0
"23",22.557,0.460299969390878,204,"micro met","DK",104,167.67,49.005,29.7,8.68,6.62,1,1000,12.0019610319891,13.3288262512249,12.6161612509367,11.9034962506485,11.1908312503603,11.6552326928341,4.97038557488869,5.95982875079258,5.4986925741355,5.03755639747842,4.57642022082135,2.953854353969,0,0.000572066081862152,0.0016704505331887,0.00276883498451526,0.00386721943584181,0.0730419468602265,0,1,0,0,1,0
"24",30.425,0.359803689687796,205,"micro met","DK",104,168.5,84.56,30.2,3.54,7.66,0,1000,11.179666875,13.2078132235642,12.6171249927633,11.9223991200139,11.2276732472645,11.6402191441964,4.482798125,5.90885421044997,5.53817044994026,5.09607216728157,4.65397388462287,2.98847097869599,0,0.000328937880980827,0.00140810537517829,0.00251612998531602,0.00362415459545376,0.072759355928845,0,1,0,0,1,0
